movie_name,url_page,genres,url_poster,in_sample,main_genre
Tarzan,https://www.imdb.com/title/tt0120855/,"['Animation', 'Adventure', 'Family']","https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Finding Nemo,https://www.imdb.com/title/tt0266543/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Finding Dory,https://www.imdb.com/title/tt2277860/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Gravity Falls,https://www.imdb.com/title/tt1865718/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Coraline,https://www.imdb.com/title/tt0327597/,"['Animation', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Tangled,https://www.imdb.com/title/tt0398286/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Soul,https://www.imdb.com/title/tt2948372/,"['Animation', 'Adventure', 'Family']","https://m.media-amazon.com/images/M/MV5BMWNkZjNkNjktYmJjZi00MWE5LTk1OTUtMzVlZDUwZjU3NDY4XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UY268_CR71,0,182,268_AL_.jpg",True,Animation
King of the Hill,https://www.imdb.com/title/tt0118375/,"['Animation', 'Comedy', 'Drama']","https://m.media-amazon.com/images/M/MV5BNzI5ODk5MTMtMDE4OC00ZWM5LTg0MzYtNTJmZTY3OWY3NzEzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Animation
Shrek,https://www.imdb.com/title/tt0126029/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Fullmetal Alchemist: Brotherhood,https://www.imdb.com/title/tt1355642/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BZmEzN2YzOTItMDI5MS00MGU4LWI1NWQtOTg5ZThhNGQwYTEzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR4,0,182,268_AL_.jpg",True,Animation
The Lego Movie 2: The Second Part,https://www.imdb.com/title/tt3513498/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Young Justice,https://www.imdb.com/title/tt1641384/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BZTNkOWIwODItYjcxOS00MDQ5LTk1ZGMtNDNhNzFhNTM4OGJiXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Enchanted,https://www.imdb.com/title/tt0461770/,"['Animation', 'Comedy', 'Family']","https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Spies in Disguise,https://www.imdb.com/title/tt5814534/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BNzg1MzM3OWUtNjgzZC00NjMzLWE1NzAtOThiMDgyMjhhZDBhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Vinland Saga,https://www.imdb.com/title/tt10233448/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BN2UwOTMwMjMtZTE5MS00YmY4LTg4YjAtZDE3ZTg3YTU5MmQ2XkEyXkFqcGdeQXVyODEyMDIxNDY@._V1_UY268_CR4,0,182,268_AL_.jpg",True,Animation
F Is for Family,https://www.imdb.com/title/tt4326894/,"['Animation', 'Comedy', 'Drama']","https://m.media-amazon.com/images/M/MV5BMjhiNTZhNGEtYTRhNS00NGZlLWIxNjktYzI0NDAyMTQ0NzY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR7,0,182,268_AL_.jpg",True,Animation
Toy Story 2,https://www.imdb.com/title/tt0120363/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Isle of Dogs,https://www.imdb.com/title/tt5104604/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMTYyOTUwNjAxM15BMl5BanBnXkFtZTgwODcyMzE0NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Hunter x Hunter,https://www.imdb.com/title/tt2098220/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BZjNmZDhkN2QtNDYyZC00YzJmLTg0ODUtN2FjNjhhMzE3ZmUxXkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
The Little Mermaid,https://www.imdb.com/title/tt0097757/,"['Animation', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Nanatsu no taizai,https://www.imdb.com/title/tt3909224/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BMTQ0OTY3NjAxMF5BMl5BanBnXkFtZTgwMzE4NDAzNzE@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Animation
The Legend of Korra,https://www.imdb.com/title/tt1695360/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BZGE4NzM4YzktNmY5NS00OTgzLWJkYWItMWRjZGIzMjIzNTVlXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY268_CR5,0,182,268_AL_.jpg",True,Animation
Heartland,https://www.imdb.com/title/tt1094229/,"['Drama', 'Family', 'TV Series (2007– )\n']","https://m.media-amazon.com/images/M/MV5BY2Q2ZjdhZGYtMmMwMS00ZWJhLTlhMjktNDU0ZDJiN2M3ZGNkXkEyXkFqcGdeQXVyMzc0ODEwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Saved by the Bell,https://www.imdb.com/title/tt0096694/,"['Comedy', 'Family', 'Romance']","https://m.media-amazon.com/images/M/MV5BNzEzMzM2ODc1Ml5BMl5BanBnXkFtZTcwMTg2MjAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Comedy
Mary Poppins Returns,https://www.imdb.com/title/tt5028340/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Comedy
Hocus Pocus,https://www.imdb.com/title/tt0107120/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMmQyYmY5ZTMtM2JkNi00NmM2LWE3ZmEtYWYzZmRkZDM0ZTdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
His Dark Materials,https://www.imdb.com/title/tt5607976/,"['Adventure', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BNjdjOTI0MDUtYjQ1ZC00MDJhLThhZTctY2Y4OTBmNDQwODA5XkEyXkFqcGdeQXVyNjY1NzIxNDU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Little House on the Prairie,https://www.imdb.com/title/tt0071007/,"['Drama', 'Family', 'Romance']","https://m.media-amazon.com/images/M/MV5BMTg0NzQ4MDAtYmNlYi00OGExLWE3YjItNzEyOWI3MGE3NzRkXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Drama
Chesapeake Shores,https://www.imdb.com/title/tt5151816/,"['Drama', 'Family', 'TV Series (2016– )\n']","https://m.media-amazon.com/images/M/MV5BZWM0MmM0MzctYTRiNC00OTA4LTgxNDktMmVhYWI0N2EzOWUxXkEyXkFqcGdeQXVyMTA2NzkzNTEz._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
A Dog's Journey,https://www.imdb.com/title/tt8385474/,"['Adventure', 'Comedy', 'Drama']","https://m.media-amazon.com/images/M/MV5BYjRhMWY0ODMtMmM3OC00ZGRmLWIyZjktZGQ0ZGE4MzcyZWE5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Labyrinth,https://www.imdb.com/title/tt0091369/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Wonder,https://www.imdb.com/title/tt2543472/,"['Drama', 'Family', '17 November 2017 (USA)\n']","https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Lost in Space,https://www.imdb.com/title/tt5232792/,"['Adventure', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BMjI3MjI5OTczNV5BMl5BanBnXkFtZTgwODA4MTc5NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Sonic the Hedgehog,https://www.imdb.com/title/tt3794354/,"['Action', 'Adventure', 'Family']","https://m.media-amazon.com/images/M/MV5BZWUyNzhjZWYtMzIzOC00MmE3LWI0NWQtZTI0OGQyYjE5NzM5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Fantastic Beasts and Where to Find Them,https://www.imdb.com/title/tt3183660/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Jungle Book,https://www.imdb.com/title/tt3040964/,"['Adventure', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Maleficent,https://www.imdb.com/title/tt1587310/,"['Action', 'Adventure', 'Family']","https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Harry Potter and the Goblet of Fire,https://www.imdb.com/title/tt0330373/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Cinderella,https://www.imdb.com/title/tt1661199/,"['Drama', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
The Karate Kid,https://www.imdb.com/title/tt0087538/,"['Action', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Dumbo,https://www.imdb.com/title/tt3861390/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Wizard of Oz,https://www.imdb.com/title/tt0032138/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Charlie and the Chocolate Factory,https://www.imdb.com/title/tt0367594/,"['Adventure', 'Comedy', 'Family']","https://m.media-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Boy Meets World,https://www.imdb.com/title/tt0105958/,"['Comedy', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BMTkyMjAyNzAxNl5BMl5BanBnXkFtZTcwNjk1MDk5NA@@._V1_UY268_CR4,0,182,268_AL_.jpg",True,Comedy
E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/,"['Family', 'Sci-Fi', '11 June 1982 (USA)\n']","https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Family
Home Improvement,https://www.imdb.com/title/tt0101120/,"['Comedy', 'Family', 'TV Series (1991–1999)\n']","https://m.media-amazon.com/images/M/MV5BMjExYWU5MmItNjM5Yi00MTRkLTg4MDMtZTNmNmE3OGQ4NjFlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR7,0,182,268_AL_.jpg",True,Comedy
Sister Act 2: Back in the Habit,https://www.imdb.com/title/tt0108147/,"['Comedy', 'Family', 'Music']","https://m.media-amazon.com/images/M/MV5BMmM0YjY5YjctYzljMy00ODcxLWI3ZDItMmE1MGU5YTI5MzI3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Sky Is Pink,https://www.imdb.com/title/tt8902990/,"['Drama', 'Family', 'Romance']","https://m.media-amazon.com/images/M/MV5BNWQ5OTJjYTktMGNmYi00ZGMwLTlkYTgtODY3YWIxZDgyMzkwXkEyXkFqcGdeQXVyOTg4MzcyNzQ@._V1_UY268_CR2,0,182,268_AL_.jpg",True,Drama
The Voyage of Doctor Dolittle,https://www.imdb.com/title/tt6673612/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNzYzMzY4ZjMtMmU5Ny00NWI1LTg4Y2ItMmYwZWViOWJhOTMxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
Stardust,https://www.imdb.com/title/tt0486655/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
A Series of Unfortunate Events,https://www.imdb.com/title/tt4834206/,"['Adventure', 'Comedy', 'Drama']","https://m.media-amazon.com/images/M/MV5BMTYzMjA3OTgxOV5BMl5BanBnXkFtZTgwMjAwMDU5NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Full House,https://www.imdb.com/title/tt0092359/,"['Comedy', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BN2VhZjA4ZGMtMTM0ZC00MTIyLWFjMzMtOWI4Y2JjN2IyNmYyXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Comedy
Malcolm in the Middle,https://www.imdb.com/title/tt0212671/,"['Comedy', 'Family', 'TV Series (2000–2006)\n']","https://m.media-amazon.com/images/M/MV5BNTc2MzM2N2YtZDdiOS00M2I2LWFjOGItMDM3OTA3YjUwNjAxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Comedy
The Andy Griffith Show,https://www.imdb.com/title/tt0053479/,"['Comedy', 'Family', 'TV Series (1960–1968)\n']","https://m.media-amazon.com/images/M/MV5BNzU4OTU2MDAxM15BMl5BanBnXkFtZTcwMzI4MjQ0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Comedy
Mary Poppins,https://www.imdb.com/title/tt0058331/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
Descendants,https://www.imdb.com/title/tt3440298/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTA5MTE2Mzc5MjReQTJeQWpwZ15BbWU4MDk0Njg2ODUx._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
The NeverEnding Story,https://www.imdb.com/title/tt0088323/,"['Adventure', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BM2YwNWExYjItODZmOC00MTRjLWFlYmEtODFmNGI5M2E5NzYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Home Alone,https://www.imdb.com/title/tt0099785/,"['Comedy', 'Family', '16 November 1990 (USA)\n']","https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
Hook,https://www.imdb.com/title/tt0102057/,"['Adventure', 'Comedy', 'Family']","https://m.media-amazon.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
"Sabrina, the Teenage Witch",https://www.imdb.com/title/tt0115341/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNjRkODcyMGMtYTk4Zi00NzY4LWIwNmQtOTU0MjQ4MTRiZjQyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY268_CR15,0,182,268_AL_.jpg",True,Comedy
Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0295297/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Sound of Music,https://www.imdb.com/title/tt0059742/,"['Biography', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Biography
Casper,https://www.imdb.com/title/tt0112642/,"['Comedy', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR5,0,182,268_AL_.jpg",True,Comedy
Fuller House,https://www.imdb.com/title/tt3986586/,"['Comedy', 'Family', 'TV Series (2016– )\n']","https://m.media-amazon.com/images/M/MV5BMjAxMzU5MzA0MF5BMl5BanBnXkFtZTgwODgyOTg1MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Comedy
Harry Potter and the Order of the Phoenix,https://www.imdb.com/title/tt0373889/,"['Action', 'Adventure', 'Family']","https://m.media-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Nanny,https://www.imdb.com/title/tt0106080/,"['Comedy', 'Family', 'Romance']","https://m.media-amazon.com/images/M/MV5BM2VlZTE4N2MtYjhhYy00ZWY2LThkMWYtMWFhMGQ1YTA5NTgwXkEyXkFqcGdeQXVyODQwNjgyMw@@._V1_UY268_CR4,0,182,268_AL_.jpg",True,Comedy
The Secret Garden,https://www.imdb.com/title/tt0108071/,"['Drama', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BM2Y0NThmNDItYWY2Yi00YjYyLTgyNDYtODM5NjdlNWJjMDhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
It Chapter Two,https://www.imdb.com/title/tt7349950/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BYTJlNjlkZTktNjEwOS00NzI5LTlkNDAtZmEwZDFmYmM2MjU2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Carnival Row,https://www.imdb.com/title/tt0489974/,"['Crime', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMzIwM2FkMmEtNjQyZC00YThmLTg3ZjQtZGIyMWE3NjQwYTU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Crime
Supernatural,https://www.imdb.com/title/tt0460681/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BMTJhM2VhZDItMTk4OS00MTRjLTlmMDQtNzEyYmM0NDA0YjhjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Stranger Things,https://www.imdb.com/title/tt4574334/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BZGExYjQzNTQtNGNhMi00YmY1LTlhY2MtMTRjODg3MjU4YTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Lucifer,https://www.imdb.com/title/tt4052886/,"['Crime', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BZTA2NTBkYWUtMzM4Zi00YzhlLTk4NWItY2U1ODczNDMyNDAzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Crime
Outlander,https://www.imdb.com/title/tt3006802/,"['Drama', 'Fantasy', 'Romance']","https://m.media-amazon.com/images/M/MV5BMTU1NDc3NzYxN15BMl5BanBnXkFtZTgwMTgyMjQyNjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
The Lighthouse,https://www.imdb.com/title/tt7984734/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Castle Rock,https://www.imdb.com/title/tt6548228/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BMjMzMDYxNzA3MV5BMl5BanBnXkFtZTgwNDAzNDQ4NTM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
The Vampire Diaries,https://www.imdb.com/title/tt1405406/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Drama
The Green Mile,https://www.imdb.com/title/tt0120689/,"['Crime', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX182_CR0,0,182,268_AL_.jpg",True,Crime
Chilling Adventures of Sabrina,https://www.imdb.com/title/tt7569592/,"['Drama', 'Fantasy', 'Horror']","https://m.media-amazon.com/images/M/MV5BMTg3MjY1MDUxMV5BMl5BanBnXkFtZTgwMzczNTU2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
The OA,https://www.imdb.com/title/tt4635282/,"['Drama', 'Fantasy', 'Mystery']","https://m.media-amazon.com/images/M/MV5BMTY5OTkwNDkzOF5BMl5BanBnXkFtZTgwMDEyNzI1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
Paradise Hills,https://www.imdb.com/title/tt6127004/,"['Fantasy', '25 October 2019 (USA)\n']","https://m.media-amazon.com/images/M/MV5BMmQwY2QwZjgtNDgxNy00YTM2LWEzNjQtMjI0YjQ5ZGM0OGY1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Fantasy
True Blood,https://www.imdb.com/title/tt0844441/,"['Drama', 'Fantasy', 'Mystery']","https://m.media-amazon.com/images/M/MV5BMDVjZDQ2N2MtMzMxYy00ZjliLTg5YjAtNjk1OTUwYjVjNWQ0XkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Drama
300,https://www.imdb.com/title/tt0416449/,"['Action', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjc4OTc0ODgwNV5BMl5BanBnXkFtZTcwNjM1ODE0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
American Gods,https://www.imdb.com/title/tt1898069/,"['Drama', 'Fantasy', 'Mystery']","https://m.media-amazon.com/images/M/MV5BYTMyYmFjYWUtYjMyOS00ZjRlLWIxODUtYjUyYTFkM2ZmMmQxXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UY268_CR9,0,182,268_AL_.jpg",True,Drama
Scott Pilgrim vs. the World,https://www.imdb.com/title/tt0446029/,"['Action', 'Comedy', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
